Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
06/24/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,NY,11214,,,Referral,06/29/2015,Closed with explanation,Yes,Yes,1436970
05/11/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,95336,,,Web,05/16/2013,Closed with explanation,Yes,No,404984
02/10/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,91605,,,Web,02/10/2015,Closed with explanation,Yes,No,1234327
10/25/2016,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,IL,60617,,,Referral,10/27/2016,Closed with explanation,Yes,,2177668
04/29/2016,Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,"XXXX XXXX with NCB management has called my place of employment where these calls are not allowed three times so far this month of XXXX 2016! He has been told repeatedly I can not take calls even repeating back that I said that three times already but continued to call me again today! He and his company are violating my rights and making my work stressful please do something about this! His number is XXXX XXXX XXXX XXXX ext XXXX thanks XXXX XXXX 
",,"NCB Management Services, Inc.",FL,328XX,,Consent provided,Web,04/29/2016,Closed with explanation,Yes,No,1902030
06/21/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,FL,33703,,,Postal mail,08/01/2016,Closed,Yes,No,1979054
12/20/2012,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,NY,11741,,,Referral,12/26/2012,Closed with explanation,Yes,Yes,214326
02/25/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,GA,30620,,,Web,02/27/2012,Closed without relief,Yes,Yes,26811
04/14/2015,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,Company chooses not to provide a public response,BB&T Financial,NC,27704,,,Referral,04/16/2015,Closed with explanation,Yes,No,1330411
12/27/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,LA,70806,,,Postal mail,01/14/2014,Closed with non-monetary relief,Yes,No,647491
02/09/2016,Bank account or service,Checking account,Problems caused by my funds being low,,,,PNC Bank N.A.,MD,21244,,,Phone,02/09/2016,Closed with monetary relief,Yes,No,1780840
07/07/2014,Credit card,,Transaction issue,,,,Barclays PLC,FL,34233,,,Phone,07/10/2014,Closed with explanation,Yes,No,925648
06/12/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,Company believes it acted appropriately as authorized by contract or law,"Southwest Credit Systems, L.P.",NJ,07753,,Consent not provided,Web,06/12/2015,Closed with explanation,Yes,No,1419682
08/02/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,92591,,,Referral,08/03/2016,Closed with explanation,Yes,No,2041914
06/10/2015,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,Company chooses not to provide a public response,Ally Financial Inc.,KY,40444,Older American,,Phone,06/15/2015,Closed with explanation,Yes,No,1414384
04/04/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",MI,481XX,,Other,Web,04/06/2016,Closed with explanation,Yes,No,1862957
06/25/2015,Credit reporting,,Improper use of my credit report,Report shared with employer w/o consent,"I have several unauthorized credit inquiries on my credit report to companies in which I have not applied. I have attached the documents that i have mailed and faxed to the alleged creditor requesting that they remove the unauthorized credit inquiry from my credit report. 
",Company chooses not to provide a public response,Experian,AL,352XX,,Consent provided,Web,08/03/2015,Closed with explanation,Yes,No,1438409
08/03/2015,Bank account or service,Checking account,Deposits and withdrawals,,"TD Bank only has available branches in certain states. I was moving out of state for a job, went to the branch to close my account, but was persuaded to keep my account open based on their mobile deposit feature that would allow me to deposit my check and be available next business day. Now, I am several hours away from the nearest TD Bank branch, and they are holding my check for 4 days preventing deposit. The Mobile App where you deposit the check states that if deposited before XXXX it will be available same day, if deposited after XXXX it will be AVAILABLE next business day. The branch I was at is open 7 days a week and advised me that they consider non holiday weekends as business days. I gave them the flexibility that perhaps that was that specific branch, and the money would be available on Monday. It is now monday and they are telling me that that is wrong, and the money is not available, despite being told by their branch manager, and their mobile app that they money should be available. The previous mobile deposit I made was available to me next day, but only half of it, the other half was mysteriously put on hold, in which case the representative advised me he "" did n't know why, but it should be available either tomorrow or the day after. '' It was eventually available to me, but they have yet to produce a reason for holding over XXXX dollars of my money in contradiction to their own written policy. I was also advised that the branch can push through the deposit and make it available to me today, but customer service can not -- again without explanation. I was told my only option was to drive several hours to the nearest branch and ask them to push through the deposit to make funding available to me. 
",,TD Bank US Holding Company,NC,287XX,,Consent provided,Web,08/03/2015,Closed with explanation,Yes,No,1498827
03/02/2012,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,WA,98022,,,Referral,03/02/2012,Closed without relief,Yes,No,29593
01/11/2012,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,TX,78613,,,Web,03/23/2012,Closed without relief,Yes,Yes,12649
02/23/2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"I received correspondence by a debt collector to collect a debt that is not mine. 
",,The Law Offices of Mitchell D. Bluhm & Associates,OH,441XX,,Consent provided,Web,03/02/2016,Closed with non-monetary relief,Yes,No,1798182
05/01/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Capital One,NC,28075,Older American,,Postal mail,05/02/2013,Closed with explanation,Yes,No,397253
07/13/2015,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMorgan Chase & Co.,NY,10009,,,Referral,07/14/2015,Closed with explanation,Yes,No,1465895
06/10/2015,Credit reporting,,Incorrect information on credit report,Public record,"There is a judgment on my credit report with XXXX XXXX XXXX, docket XXXX for a collection with XXXX XXXX in the amount of {$6300.00}. It shows that this judgment was filed on XX/XX/2009. I have written to the court, disputed with the credit bureaus and even sent letters to XXXX XXXX head quarters to get this judgment verified and validated per the Fair Debt Collection Practices Act and the Fair Credit Reporting Act. I have not received XXXX document that shows this account belongs to me bearing my name, address, birth date, social security number, or anything with my signature on it. I have n't even been provided with a contract from XXXX XXXX that proves I owed this money. Therefore, I have reason to believe an investigation was never completed 
",Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",NJ,073XX,,Consent provided,Web,06/10/2015,Closed with explanation,Yes,No,1415662
04/10/2012,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,FL,33954,"Older American, Servicemember",,Phone,04/11/2012,Closed without relief,Yes,Yes,53740
01/25/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,TX,75043,,,Web,08/26/2013,Closed with explanation,Yes,No,262840
01/22/2015,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,,,"Navient Solutions, Inc.",TN,37865,,,Web,01/22/2015,Closed with explanation,Yes,No,1204393
03/18/2014,Debt collection,Payday loan,Taking/threatening an illegal action,Attempted to/Collected exempt funds,,,"Credit Central Holdings, LLC",AL,35044,,,Web,03/21/2014,Closed with explanation,Yes,No,763637
06/10/2014,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,"Citizens Financial Group, Inc.",AZ,85298,,,Web,06/10/2014,Closed with explanation,Yes,No,888882
06/12/2014,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,GA,31520,,,Web,06/12/2014,Closed with explanation,Yes,Yes,893049
07/16/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Dovenmuehle Mortgage Inc.,CA,93653,,,Web,07/18/2013,Closed with non-monetary relief,Yes,Yes,458876
09/21/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,Company believes it acted appropriately as authorized by contract or law,"Financial Recovery Services, Inc.",GA,31833,Older American,,Phone,09/23/2015,Closed with explanation,Yes,No,1572309
12/01/2015,Mortgage,Home equity loan or line of credit,Credit decision / Underwriting,,"I am the XXXX XXXX for the XXXX of XXXX XXXX. A resident, XXXX XXXX, came to see me regarding an issue he is having refinancing a home equity line he opened last year with Charter One/Citizens Bank. At the time of opening the line, the property XXXX XXXX owns at XXXX XXXX XXXX in XXXX XXXX had no mortgage. XXXX XXXX obtained a home equity line for {$75000.00} based upon Citizens ' appraisal of his home which came in at {$94000.00}. This year, XXXX XXXX attempted to refinance this adjustable rate loan into a fixed rate mortgage, but was denied by XXXX based on their appraised value of {$44000.00}. We have opened a separate complaint against XXXX based on this appraisal, which we feel is low for the condition of the property, however, another concern has arisen during our analysis of comparable sales. It appears that the Citizens appraisal was over-inflated and not supported by area comps. This led to XXXX XXXX being granted a loan that he can not refinance into a fixed rate mortgage because he can not get an appraisal to justify it. One comp used in the Citizens appraisal was for a property outside of the city, and another was for a parcel with very different characteristics. A detailed analysis of our findings is attached. 
",,"Citizens Financial Group, Inc.",OH,441XX,,Consent provided,Web,12/01/2015,Closed with explanation,Yes,Yes,1677068
03/23/2014,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,,,JPMorgan Chase & Co.,NE,11235,,,Web,03/23/2014,Closed with explanation,Yes,No,773815
01/06/2012,Credit card,,Billing disputes,,,,Capital One,NJ,07740,,,Referral,01/10/2012,Closed without relief,Yes,No,12302
10/10/2016,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Having problems with customer service,,Company believes it acted appropriately as authorized by contract or law,Great Lakes,CA,92562,,Consent not provided,Web,10/13/2016,Closed with explanation,Yes,,2153432
03/10/2016,Bank account or service,Checking account,Problems caused by my funds being low,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,GA,31794,,Consent not provided,Web,03/10/2016,Closed with explanation,Yes,No,1826864
08/15/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,Company chooses not to provide a public response,"FAIR COLLECTIONS & OUTSOURCING, INC.",IN,46227,,Consent not provided,Web,08/15/2015,Closed with explanation,Yes,No,1520440
02/21/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,"PennyMac Loan Services, LLC",IL,60461,Older American,,Web,02/27/2015,Closed with explanation,Yes,Yes,1250914
10/01/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,CA,91350,,,Web,10/02/2013,Closed with explanation,Yes,No,549694
05/07/2012,Mortgage,Other mortgage,Settlement process and costs,,,,Bank of America,IN,47025,,,Web,05/10/2012,Closed without relief,Yes,No,72237
01/11/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Toyota Motor Credit Corporation,CA,95682,,,Web,02/28/2013,Closed with explanation,Yes,No,228421
03/14/2014,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",TX,78101,Servicemember,,Referral,03/28/2014,Closed with explanation,Yes,No,758085
